mijoz_id,to'liq_ism,jinsi,tug'ilgan_sana,yoshi,Yosh_guruxi,viloyat,shahar_tuman,telefon,email,ro'yxatdan_o'tgan_sana,mijoz_staji_oy,Mijoz_staji_guruxi,bank,filial,mijoz_segmenti,ta'lim,kasb_sohasi,oilaviy_holat,o'rtacha_oylik_daromad_uzs,Daromad_guruxi,kredit_reytingi,Kredit_reytingi_guruxi,hisob_qoldig'i_uzs,kredit_mavjud,kredit_summasi_uzs,kredit_turi,yillik_foiz_stavkasi,kredit_muddati_oy,Kredit_yuklamasi_foiz,depozit_mavjud,depozit_summasi_uzs,mahsulotlar_soni,asosiy_mahsulot,karta_turi,oxirgi_oy_tranzaksiyalar_soni,oxirgi_oy_tranzaksiya_hajmi_uzs,Faollik_darajasi,mobil_ilova_foydalanadi,internet_banking,oxirgi_kirish_kunlari,Raqamli_mijoz,xavf_reytingi,kyc_status,muddati_o'tgan_qarz,muddati_o'tgan_kunlar,jalb_qilish_kanali,faol_mijoz
UZB100664,Rasulova Barno,Ayol,6/25/1987,39,35-44,Farg‘ona,Farg‘ona shahri,998956000000.00,barno.rasulo43@mail.ru,10/26/2024,22,O‘rta (1-3 yil),Aloqabank,Filial-070,Corporate,O‘rta,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,1500000,Past (< 3 mln),464,Yomon (<500),2644314,Yo‘q,0,,,,0,Yo‘q,0,5,Mikroqarz,Visa Gold,5,1583502,O‘rtacha,Ha,Yo‘q,66,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100665,Sultonov Jasur,Erkak,6/17/1991,35,35-44,Qashqadaryo,Qarshi,998905000000.00,jasur.sulton41@umail.uz,12/22/2019,81,Uzoq muddatli (3+ yil),Milliy bank,Filial-044,Retail,O‘rta,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,2548854,Past (< 3 mln),481,Yomon (<500),11600576,Ha,40464634,Biznes krediti,29.2,36,44.1,Yo‘q,0,2,Kredit kartasi,Mastercard Standard,25,34617620,Juda faol,Ha,Ha,36,Raqamli,Past,Tasdiqlangan,Ha,39,Filial,Ha
UZB100666,Rahimov Otabek,Erkak,2/1/1997,29,25-34,Farg‘ona,Qo‘qon,998882000000.00,otabek.rahimo62@mail.ru,12/8/2021,57,Uzoq muddatli (3+ yil),Davr bank,Filial-053,SME,O‘rta,Qishloq xo‘jaligi,Bo‘ydoq,5027734,O‘rta (3-7 mln),595,O‘rta (500-649),189944,Ha,14956295,Kredit kartasi,31.1,36,8.3,Ha,10523994,3,Iste’mol krediti,UnionPay,11,4548767,Faol,Ha,Yo‘q,2,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100667,Axmedov Farhod,Erkak,4/29/1989,37,35-44,Toshkent shahri,Chilonzor,998331000000.00,farhod.axmedo43@yandex.ru,7/20/2020,74,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-071,Mass,O‘rta,Ta’lim,Uylangan/Turmushga chiqqan,3919128,O‘rta (3-7 mln),711,Yaxshi (650-749),2482933,Yo‘q,0,,,,0,Yo‘q,0,5,Kredit kartasi,Mastercard Gold,7,3494469,O‘rtacha,Ha,Ha,6,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100668,Nazarov Sardor,Erkak,2/4/1982,44,35-44,Toshkent shahri,Yunusobod,998958000000.00,sardor.nazaro48@mail.ru,12/5/2020,69,Uzoq muddatli (3+ yil),Kapitalbank,Filial-032,VIP,Magistr,IT/Texnologiya,Uylangan/Turmushga chiqqan,12116408,Yuqori (7-15 mln),604,O‘rta (500-649),821095,Ha,46750814,Overdraft,28.9,6,64.3,Yo‘q,0,2,Muddatli depozit,Visa Gold,11,2205496,Faol,Ha,Yo‘q,5,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100669,Aliyeva Jamila,Ayol,5/25/1964,62,55+,Surxondaryo,Denov,998952000000.00,jamila.aliyev33@umail.uz,3/29/2022,53,Uzoq muddatli (3+ yil),Davr bank,Filial-048,Retail,O‘rta,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,5633618,O‘rta (3-7 mln),595,O‘rta (500-649),493696,Yo‘q,0,,,,0,Yo‘q,0,4,Iste’mol krediti,Mastercard Gold,10,627855,Faol,Ha,Yo‘q,0,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100670,Nazarova Husnida,Ayol,3/8/1989,37,35-44,Xorazm,Xonqa,998917000000.00,husnida.nazaro40@inbox.uz,2/15/2021,67,Uzoq muddatli (3+ yil),Tenge Bank,Filial-067,Retail,Bakalavr,Savdo,Bo‘ydoq,1930261,Past (< 3 mln),637,O‘rta (500-649),2220600,Yo‘q,0,,,,0,Yo‘q,0,3,Avtokredit,Visa Gold,12,1204655,Faol,Ha,Yo‘q,12,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100671,Olimova Barno,Ayol,6/17/1977,49,45-54,Namangan,Namangan shahri,998950000000.00,barno.olimov42@inbox.uz,5/27/2022,51,Uzoq muddatli (3+ yil),Xalq banki,Filial-016,Retail,Oliy,IT/Texnologiya,Bo‘ydoq,2528181,Past (< 3 mln),650,Yaxshi (650-749),3684612,Yo‘q,0,,,,0,Ha,1015045,1,Ipoteка,Uzcard,12,3044136,Faol,Ha,Ha,1,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Veb-sayt,Ha
UZB100672,Umarova Fotima,Ayol,6/26/1992,34,25-34,Qashqadaryo,Qarshi,998885000000.00,fotima.umarov27@umail.uz,8/4/2021,61,Uzoq muddatli (3+ yil),Xalq banki,Filial-029,Retail,O‘rta maxsus,Davlat xizmati,Bo‘ydoq,10620168,Yuqori (7-15 mln),733,Yaxshi (650-749),1196509,Yo‘q,0,,,,0,Ha,717507,3,Ipoteка,UnionPay,10,8172302,Faol,Ha,Yo‘q,11,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100673,Boboyeva Oydin,Ayol,8/6/1992,34,25-34,Buxoro,Romitan,998941000000.00,oydin.boboye13@inbox.uz,7/11/2026,1,Yangi (<1 yil),Asaka bank,Filial-043,Corporate,Oliy,IT/Texnologiya,Bo‘ydoq,6547459,O‘rta (3-7 mln),543,O‘rta (500-649),2091647,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Uzcard,7,629712,O‘rtacha,Ha,Ha,17,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100674,Latipova Asal,Ayol,2/10/2008,18,18-24,Buxoro,Kogon,998948000000.00,asal.latipo57@inbox.uz,11/26/2020,69,Uzoq muddatli (3+ yil),Milliy bank,Filial-018,VIP,Oliy,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,4156233,O‘rta (3-7 mln),708,Yaxshi (650-749),1246293,Yo‘q,0,,,,0,Yo‘q,0,3,Ipoteка,UnionPay,9,4877834,Faol,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100675,Zokirova Feruza,Ayol,1/12/2007,19,18-24,Toshkent viloyati,Angren,998944000000.00,feruza.zokiro30@mail.ru,11/14/2022,46,Uzoq muddatli (3+ yil),Tenge Bank,Filial-019,Retail,O‘rta,Savdo,Uylangan/Turmushga chiqqan,17434148,Juda yuqori (15+ mln),578,O‘rta (500-649),2874640,Ha,37189575,Iste’mol krediti,30,18,11.9,Yo‘q,0,1,Ipoteка,Visa Classic,5,955864,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100676,Zokirov Xurshid,Erkak,8/13/1998,28,25-34,Samarqand,Samarqand shahri,998998000000.00,xurshid.zokiro65@gmail.com,3/8/2025,17,O‘rta (1-3 yil),Tenge Bank,Filial-013,Retail,Oliy,Energetika,Bo‘ydoq,9010259,Yuqori (7-15 mln),481,Yomon (<500),3904856,Yo‘q,0,,,,0,Yo‘q,0,2,Iste’mol krediti,Humo,5,2319881,O‘rtacha,Yo‘q,Ha,5,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100677,Saidov Rustam,Erkak,6/14/1967,59,55+,Samarqand,Samarqand shahri,998975000000.00,rustam.saidov22@mail.ru,10/4/2019,83,Uzoq muddatli (3+ yil),Universal bank,Filial-033,VIP,O‘rta maxsus,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,3777595,O‘rta (3-7 mln),465,Yomon (<500),5341987,Yo‘q,0,,,,0,Yo‘q,0,3,Muddatli depozit,Humo,21,5529887,Juda faol,Ha,Yo‘q,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100678,Normatova Parvina,Ayol,11/25/1991,34,25-34,Andijon,Asaka,998915000000.00,parvina.normat48@inbox.uz,10/12/2023,34,O‘rta (1-3 yil),Kapitalbank,Filial-068,Mass,Magistr,Savdo,Uylangan/Turmushga chiqqan,2463351,Past (< 3 mln),677,Yaxshi (650-749),391778,Yo‘q,0,,,,0,Yo‘q,0,2,Omonat,UnionPay,2,422119,Past faol,Yo‘q,Ha,37,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Yo‘q
UZB100679,Aliyev Temur,Erkak,7/11/1983,43,35-44,Toshkent shahri,Olmazor,998902000000.00,temur.aliyev74@yandex.ru,2/1/2023,43,Uzoq muddatli (3+ yil),Aloqabank,Filial-038,Retail,Oliy,Davlat xizmati,Bo‘ydoq,3187084,O‘rta (3-7 mln),337,Yomon (<500),5139723,Yo‘q,0,,,,0,Ha,6875287,2,Omonat,Visa Classic,19,15048556,Faol,Ha,Ha,3,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100680,Ibragimova Gulchehra,Ayol,10/2/1994,31,25-34,Andijon,Shahrixon,998883000000.00,gulchehra.ibragi76@yandex.ru,6/1/2025,15,O‘rta (1-3 yil),Hamkorbank,Filial-069,Corporate,O‘rta,Ishlab chiqarish,Beva,1500000,Past (< 3 mln),552,O‘rta (500-649),3675694,Yo‘q,0,,,,0,Yo‘q,0,3,Biznes krediti,Humo,8,1725495,Faol,Yo‘q,Yo‘q,,An’anaviy,Past,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100681,Yusupov G‘afur,Erkak,7/2/1992,34,25-34,Xorazm,Xonqa,998914000000.00,g‘afur.yusupo38@yandex.ru,12/5/2020,69,Uzoq muddatli (3+ yil),Hamkorbank,Filial-056,Retail,O‘rta,Davlat xizmati,Uylangan/Turmushga chiqqan,4369866,O‘rta (3-7 mln),711,Yaxshi (650-749),9360823,Yo‘q,0,,,,0,Yo‘q,0,1,Iste’mol krediti,Mastercard Standard,21,7897599,Juda faol,Ha,Ha,17,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100682,Normatov Ulugbek,Erkak,5/31/1970,56,55+,Samarqand,Samarqand shahri,998950000000.00,ulugbek.normat87@mail.ru,10/31/2020,70,Uzoq muddatli (3+ yil),Xalq banki,Filial-078,Mass,O‘rta,Transport,Uylangan/Turmushga chiqqan,4019389,O‘rta (3-7 mln),499,Yomon (<500),888356,Yo‘q,0,,,,0,Ha,2149881,6,Muddatli depozit,UnionPay,11,10654763,Faol,Ha,Yo‘q,6,Raqamli,Past,Kutilmoqda,Yo‘q,0,Partner,Ha
UZB100683,Abdullayeva Iqbol,Ayol,7/22/1981,45,45-54,Navoiy,Zarafshon,998997000000.00,iqbol.abdull13@inbox.uz,10/30/2019,83,Uzoq muddatli (3+ yil),Hamkorbank,Filial-052,SME,O‘rta maxsus,Ishlab chiqarish,Uylangan/Turmushga chiqqan,14611262,Yuqori (7-15 mln),518,O‘rta (500-649),6370907,Yo‘q,0,,,,0,Ha,2048679,4,Mikroqarz,Uzcard,20,5261661,Juda faol,Ha,Yo‘q,18,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Call-center,Ha
UZB100684,Toshmatova Nilufar,Ayol,2/1/1978,48,45-54,Farg‘ona,Marg‘ilon,998950000000.00,nilufar.toshma50@inbox.uz,3/22/2026,5,Yangi (<1 yil),Xalq banki,Filial-016,Retail,Oliy,Sog‘liqni saqlash,Uylangan/Turmushga chiqqan,3121904,O‘rta (3-7 mln),519,O‘rta (500-649),8196814,Ha,6976275,Ipoteка,25.1,48,4.7,Yo‘q,0,2,Biznes krediti,Mastercard Standard,24,7257151,Juda faol,Ha,Yo‘q,21,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100685,Abdullayev Jamshid,Erkak,11/15/2003,22,18-24,Surxondaryo,Termiz,998998000000.00,jamshid.abdull18@gmail.com,4/5/2022,53,Uzoq muddatli (3+ yil),Asaka bank,Filial-050,Retail,Oliy,Ishlab chiqarish,Uylangan/Turmushga chiqqan,7003501,Yuqori (7-15 mln),637,O‘rta (500-649),49901992,Yo‘q,0,,,,0,Ha,1411805,2,Plastik karta,Visa Classic,10,2193715,Faol,Ha,Yo‘q,6,Raqamli,Yuqori,Kutilmoqda,Yo‘q,0,Agent,Ha
UZB100686,Axmedov Bobur,Erkak,12/31/1982,43,35-44,Samarqand,Samarqand shahri,998972000000.00,bobur.axmedo68@umail.uz,11/11/2018,94,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-067,Retail,O‘rta,Qishloq xo‘jaligi,Bo‘ydoq,4639417,O‘rta (3-7 mln),741,Yaxshi (650-749),910483,Yo‘q,0,,,,0,Ha,30938452,2,Avtokredit,Uzcard,6,2007616,O‘rtacha,Ha,Yo‘q,7,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100687,Abdullayeva Kamola,Ayol,9/14/1982,43,35-44,Navoiy,Zarafshon,998938000000.00,kamola.abdull62@mail.ru,8/31/2022,48,Uzoq muddatli (3+ yil),Hamkorbank,Filial-045,Retail,Magistr,Turizm,Ajrashgan,2359962,Past (< 3 mln),617,O‘rta (500-649),3186292,Yo‘q,0,,,,0,Ha,4140493,2,Omonat,Visa Gold,11,8670597,Faol,Ha,Yo‘q,23,Raqamli,Yuqori,Qisman,Yo‘q,0,Agent,Ha
UZB100688,Normatov G‘afur,Erkak,11/20/1982,43,35-44,Toshkent viloyati,Nurafshon,998949000000.00,g‘afur.normat39@gmail.com,8/10/2026,0,Yangi (<1 yil),Hamkorbank,Filial-041,Retail,Bakalavr,Ta’lim,Uylangan/Turmushga chiqqan,2445978,Past (< 3 mln),613,O‘rta (500-649),1326162,Yo‘q,0,,,,0,Yo‘q,0,6,Kredit kartasi,Uzcard,6,491872,O‘rtacha,Ha,Yo‘q,13,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Mobil ilova,Ha
UZB100689,Karimova Aziza,Ayol,1/9/1975,51,45-54,Surxondaryo,Termiz,998995000000.00,aziza.karimo75@yandex.ru,11/16/2018,94,Uzoq muddatli (3+ yil),Hamkorbank,Filial-060,Retail,O‘rta,Savdo,Uylangan/Turmushga chiqqan,2618121,Past (< 3 mln),680,Yaxshi (650-749),16213628,Yo‘q,0,,,,0,Ha,2115618,1,Biznes krediti,Humo,19,10668660,Faol,Ha,Ha,11,Raqamli,Past,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha
UZB100690,Nazarova Lola,Ayol,7/31/1995,31,25-34,Andijon,Asaka,998903000000.00,lola.nazaro65@yandex.ru,5/13/2025,15,O‘rta (1-3 yil),Turonbank,Filial-007,Retail,Oliy,Sog‘liqni saqlash,Bo‘ydoq,11529460,Yuqori (7-15 mln),431,Yomon (<500),472056,Yo‘q,0,,,,0,Ha,5400074,2,Kredit kartasi,Visa Gold,10,795522,Faol,Ha,Ha,87,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Call-center,Ha
UZB100691,Rasulova Fotima,Ayol,4/20/1997,29,25-34,Buxoro,G‘ijduvon,998334000000.00,fotima.rasulo23@mail.ru,12/24/2024,20,O‘rta (1-3 yil),Trastbank,Filial-067,Mass,O‘rta maxsus,Xizmat ko‘rsatish,Uylangan/Turmushga chiqqan,8780699,Yuqori (7-15 mln),588,O‘rta (500-649),494911,Yo‘q,0,,,,0,Ha,16343854,2,Omonat,UnionPay,7,5839616,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100692,Toshmatov G‘afur,Erkak,10/15/1996,29,25-34,Xorazm,Urganch,998336000000.00,g‘afur.toshma62@gmail.com,12/11/2020,69,Uzoq muddatli (3+ yil),Xalq banki,Filial-030,SME,O‘rta maxsus,Turizm,Uylangan/Turmushga chiqqan,1998777,Past (< 3 mln),750,A’lo (750+),3335543,Yo‘q,0,,,,0,Yo‘q,0,4,Plastik karta,Mastercard Standard,3,444184,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Yo‘q
UZB100693,Xolmatov Ulugbek,Erkak,6/24/1970,56,55+,Namangan,Pop,998907000000.00,ulugbek.xolmat10@umail.uz,3/20/2024,29,O‘rta (1-3 yil),Hamkorbank,Filial-011,SME,Oliy,Ta’lim,Bo‘ydoq,7234528,Yuqori (7-15 mln),786,A’lo (750+),3790548,Yo‘q,0,,,,0,Yo‘q,0,6,Overdraft,Mastercard Gold,10,2510638,Faol,Yo‘q,Ha,7,Raqamli,Past,Qisman,Yo‘q,0,Mobil ilova,Ha
UZB100694,Normatova Aziza,Ayol,10/15/1971,54,45-54,Toshkent viloyati,Nurafshon,998334000000.00,aziza.normat19@inbox.uz,4/17/2024,28,O‘rta (1-3 yil),Hamkorbank,Filial-042,SME,Bakalavr,Energetika,Bo‘ydoq,6786076,O‘rta (3-7 mln),375,Yomon (<500),2160698,Yo‘q,0,,,,0,Yo‘q,0,5,Iste’mol krediti,Mastercard Standard,11,5009665,Faol,Ha,Ha,24,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100695,Toshmatova Jasmina,Ayol,2/5/1973,53,45-54,Farg‘ona,Qo‘qon,998972000000.00,jasmina.toshma87@mail.ru,9/10/2018,96,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-077,SME,O‘rta maxsus,Sog‘liqni saqlash,Bo‘ydoq,4393711,O‘rta (3-7 mln),534,O‘rta (500-649),1957363,Yo‘q,0,,,,0,Yo‘q,0,3,Mikroqarz,Mastercard Standard,6,1957670,O‘rtacha,Yo‘q,Ha,19,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100696,Axmedov Bahrom,Erkak,9/23/1981,44,35-44,Toshkent viloyati,Nurafshon,998883000000.00,bahrom.axmedo55@mail.ru,9/11/2020,72,Uzoq muddatli (3+ yil),Davr bank,Filial-070,Retail,O‘rta maxsus,Ta’lim,Uylangan/Turmushga chiqqan,4383949,O‘rta (3-7 mln),578,O‘rta (500-649),2886013,Yo‘q,0,,,,0,Yo‘q,0,3,Avtokredit,Uzcard,8,3397176,Faol,Yo‘q,Yo‘q,,An’anaviy,Yuqori,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100697,Axmedova Gulchehra,Ayol,6/26/1985,41,35-44,Sirdaryo,Guliston,998994000000.00,gulchehra.axmedo89@inbox.uz,1/15/2023,43,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-065,Retail,Magistr,O‘zini o‘zi band qilgan,Bo‘ydoq,6848621,O‘rta (3-7 mln),521,O‘rta (500-649),2091691,Yo‘q,0,,,,0,Yo‘q,0,1,Overdraft,Mastercard Standard,9,4604474,Faol,Ha,Yo‘q,3,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100698,Juraev Hasan,Erkak,5/18/1991,35,35-44,Andijon,Andijon shahri,998907000000.00,hasan.juraev59@umail.uz,11/15/2022,46,Uzoq muddatli (3+ yil),Xalq banki,Filial-059,SME,Oliy,Bank/Moliya,Uylangan/Turmushga chiqqan,4781067,O‘rta (3-7 mln),614,O‘rta (500-649),254976,Ha,28135092,Mikroqarz,21.8,12,49,Ha,3619608,2,Avtokredit,UnionPay,15,14596386,Faol,Ha,Ha,1,Raqamli,O‘rta,Kutilmoqda,Ha,10,Veb-sayt,Ha
UZB100699,Hasanova Rayhon,Ayol,10/5/1990,35,35-44,Samarqand,Urgut,998336000000.00,rayhon.hasano60@mail.ru,12/14/2020,69,Uzoq muddatli (3+ yil),Universal bank,Filial-070,Mass,Bakalavr,Bank/Moliya,Uylangan/Turmushga chiqqan,5217524,O‘rta (3-7 mln),575,O‘rta (500-649),7536941,Ha,10141275,Ipoteка,20.6,60,3.2,Yo‘q,0,1,Mikroqarz,Uzcard,24,7203760,Juda faol,Ha,Yo‘q,36,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Mobil ilova,Ha
UZB100700,Valiyeva Fotima,Ayol,12/13/1978,47,45-54,Buxoro,Kogon,998947000000.00,fotima.valiye77@inbox.uz,1/12/2019,92,Uzoq muddatli (3+ yil),Milliy bank,Filial-014,Retail,Bakalavr,Transport,Uylangan/Turmushga chiqqan,3978857,O‘rta (3-7 mln),676,Yaxshi (650-749),4336915,Ha,47266297,Overdraft,24.9,18,66,Yo‘q,0,4,Kredit kartasi,Visa Classic,4,237463,O‘rtacha,Ha,Yo‘q,28,Raqamli,Past,Qisman,Yo‘q,0,Partner,Ha
UZB100701,Zokirova Jamila,Ayol,1/26/1977,49,45-54,Toshkent viloyati,Yangiyo‘l,998953000000.00,jamila.zokiro96@inbox.uz,12/31/2024,20,O‘rta (1-3 yil),Aloqabank,Filial-015,Mass,O‘rta,IT/Texnologiya,Uylangan/Turmushga chiqqan,1847156,Past (< 3 mln),485,Yomon (<500),2463380,Ha,12706319,Mikroqarz,19.2,18,38.2,Yo‘q,0,2,Overdraft,Mastercard Standard,7,1137417,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,Past,Kutilmoqda,Yo‘q,0,Mobil ilova,Ha
UZB100702,Olimov Sardor,Erkak,2/8/1971,55,55+,Toshkent shahri,Yakkasaroy,998937000000.00,sardor.olimov89@mail.ru,7/15/2019,86,Uzoq muddatli (3+ yil),Qishloq qurilish bank,Filial-061,SME,Bakalavr,Bank/Moliya,Uylangan/Turmushga chiqqan,7040623,Yuqori (7-15 mln),607,O‘rta (500-649),2664529,Yo‘q,0,,,,0,Ha,2459282,5,Kredit kartasi,Visa Gold,5,263177,O‘rtacha,Ha,Ha,1,Raqamli,Yuqori,Tasdiqlangan,Yo‘q,0,Partner,Ha
UZB100703,Ergasheva Jamila,Ayol,7/22/1983,43,35-44,Namangan,Namangan shahri,998333000000.00,jamila.ergash99@inbox.uz,6/4/2023,39,Uzoq muddatli (3+ yil),Tenge Bank,Filial-061,SME,O‘rta,O‘zini o‘zi band qilgan,Uylangan/Turmushga chiqqan,5965580,O‘rta (3-7 mln),715,Yaxshi (650-749),2822125,Ha,27171350,Biznes krediti,25.2,36,12.7,Yo‘q,0,2,Iste’mol krediti,Visa Classic,6,910662,O‘rtacha,Ha,Yo‘q,23,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100704,Ismoilova Oydin,Ayol,9/1/1955,70,55+,Xorazm,Xiva,998338000000.00,oydin.ismoil67@inbox.uz,10/9/2022,47,Uzoq muddatli (3+ yil),InFinBank,Filial-036,Retail,Oliy,Qishloq xo‘jaligi,Bo‘ydoq,4519507,O‘rta (3-7 mln),446,Yomon (<500),11904793,Yo‘q,0,,,,0,Yo‘q,0,1,Muddatli depozit,Visa Classic,21,7216989,Juda faol,Yo‘q,Ha,2,Raqamli,Juda yuqori,Kutilmoqda,Yo‘q,0,Veb-sayt,Ha
UZB100705,Juraeva To‘lganoy,Ayol,11/22/1994,31,25-34,Toshkent viloyati,Yangiyo‘l,998954000000.00,to‘lganoy.juraev74@mail.ru,10/19/2019,83,Uzoq muddatli (3+ yil),Turonbank,Filial-079,Mass,Bakalavr,Energetika,Bo‘ydoq,4534190,O‘rta (3-7 mln),446,Yomon (<500),16931527,Yo‘q,0,,,,0,Yo‘q,0,3,Overdraft,Uzcard,20,3792514,Juda faol,Yo‘q,Yo‘q,,An’anaviy,Past,Kutilmoqda,Yo‘q,0,Call-center,Ha
UZB100706,Ergashev Bobur,Erkak,1/29/2001,25,25-34,Qashqadaryo,Kitob,998933000000.00,bobur.ergash51@yandex.ru,7/27/2023,37,Uzoq muddatli (3+ yil),Aloqabank,Filial-027,Retail,O‘rta maxsus,Davlat xizmati,Uylangan/Turmushga chiqqan,2357575,Past (< 3 mln),457,Yomon (<500),984770,Yo‘q,0,,,,0,Yo‘q,0,6,Kredit kartasi,Mastercard Standard,3,555944,O‘rtacha,Yo‘q,Ha,9,Raqamli,O‘rta,Tasdiqlangan,Yo‘q,0,Mobil ilova,Ha
UZB100707,Olimova Lola,Ayol,11/22/1991,34,25-34,Surxondaryo,Sherobod,998885000000.00,lola.olimov64@umail.uz,12/25/2021,56,Uzoq muddatli (3+ yil),InFinBank,Filial-038,SME,Oliy,Davlat xizmati,Uylangan/Turmushga chiqqan,7288159,Yuqori (7-15 mln),678,Yaxshi (650-749),1121986,Yo‘q,0,,,,0,Yo‘q,0,2,Muddatli depozit,Mastercard Gold,10,918567,Faol,Ha,Yo‘q,0,Raqamli,O‘rta,Rad etilgan,Yo‘q,0,Mobil ilova,Ha
UZB100708,Axmedova Iroda,Ayol,4/25/1998,28,25-34,Andijon,Asaka,998934000000.00,iroda.axmedo87@mail.ru,5/3/2019,89,Uzoq muddatli (3+ yil),Kapitalbank,Filial-040,SME,Oliy,Turizm,Uylangan/Turmushga chiqqan,3278803,O‘rta (3-7 mln),631,O‘rta (500-649),553687,Yo‘q,0,,,,0,Yo‘q,0,4,Ipoteка,Mastercard Standard,12,7628539,Faol,Ha,Ha,3,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Filial,Ha
UZB100709,Latipov Kamol,Erkak,8/16/1990,36,35-44,Andijon,Xonobod,998934000000.00,kamol.latipo54@umail.uz,3/11/2019,90,Uzoq muddatli (3+ yil),InFinBank,Filial-042,Retail,Bakalavr,Transport,Bo‘ydoq,2487898,Past (< 3 mln),613,O‘rta (500-649),479141,Ha,13989788,Biznes krediti,18.5,12,46.9,Ha,901765,6,Avtokredit,Visa Gold,4,334393,O‘rtacha,Ha,Ha,1,Raqamli,Past,Tasdiqlangan,Yo‘q,0,Agent,Ha
UZB100710,Sultonov Xurshid,Erkak,3/6/1994,32,25-34,Qashqadaryo,Guzor,998883000000.00,xurshid.sulton92@umail.uz,9/16/2022,48,Uzoq muddatli (3+ yil),Orient Finans bank,Filial-009,Retail,Oliy,Qishloq xo‘jaligi,Bo‘ydoq,4056060,O‘rta (3-7 mln),628,O‘rta (500-649),285586,Ha,5384492,Overdraft,31.4,6,22.1,Yo‘q,0,3,Biznes krediti,Mastercard Standard,10,3584453,Faol,Ha,Ha,7,Raqamli,O‘rta,Qisman,Ha,40,Mobil ilova,Ha
UZB100711,Ismoilova Hilola,Ayol,8/21/1988,38,35-44,Toshkent shahri,Sergeli,998916000000.00,hilola.ismoil40@inbox.uz,1/31/2023,43,Uzoq muddatli (3+ yil),Hamkorbank,Filial-031,VIP,O‘rta maxsus,Savdo,Bo‘ydoq,5470364,O‘rta (3-7 mln),535,O‘rta (500-649),2176225,Yo‘q,0,,,,0,Yo‘q,0,3,Biznes krediti,UnionPay,3,1692559,O‘rtacha,Yo‘q,Yo‘q,,An’anaviy,O‘rta,Kutilmoqda,Yo‘q,0,Veb-sayt,Yo‘q
